   -1.508696    -0.047173    -0.934729    -1.072523     0.731960     0.171109     0.363159    -0.162094    -0.148890    -0.125018    -0.546049    -0.882889     1.989822     1.124533     0.452789     1.208704
   -2.501789    -0.311985     0.457421    -0.294691    -1.136980     1.094199     0.152312    -0.035221    -1.976465    -0.375365    -1.461776    -0.207288     0.191187     1.106101    -1.296613    -0.318752
    1.386256     0.413407     1.886160     1.090847    -0.400221     0.210532     0.212369    -0.828134     0.900038     0.712667     0.463091     0.865772    -2.618208    -2.039472    -2.303859    -2.162369
    0.389556     0.786427    -0.932212     0.359594    -0.575516    -0.020393     0.217089     0.957763    -0.001172    -0.393394    -0.162639    -0.809379    -1.811936    -0.390937    -1.712751    -0.103216
    0.497353     0.510239     0.090807     0.164524     1.784726    -0.587641    -0.917950    -0.317232    -1.231049    -0.468483    -1.104196    -0.435229    -0.084066    -0.236351     0.142706     0.398795
    2.353663    -0.340106     0.311896    -0.667787     2.171729     0.787807     1.203502    -0.245646     2.341821     1.062323     0.844030    -0.351033     1.744853     1.758592     0.244278     0.722917
   -0.229705    -0.275962     0.192162     0.144798     0.309285     0.434757    -0.654469    -0.737045     1.084057     0.398963    -0.101800     0.088754     1.346360     1.929282     1.754577     0.710213
    0.347735     0.744375     0.062406    -0.390778     0.592975    -0.231811    -0.253755     0.317898     0.228165     0.207451     0.965524     0.588737    -0.834781     0.011956    -0.344304     0.887999
    0.948045    -0.360631     0.434715     0.174363     0.958173     0.656930     0.724545     0.443114     1.086246     0.547486     0.251378     1.131606    -0.181856     0.395174    -0.431565     0.519635
   -0.012439     0.307998     0.074551    -0.587037    -2.463085    -0.762911     0.211898    -0.561323    -0.386127    -0.141978    -1.099263    -0.396582    -0.363518    -0.453885    -0.496858     0.598158
    1.127982    -0.197181     0.743630     0.723678    -0.246182     0.420900     0.753892     0.326775    -0.699772     0.474869    -0.426889     0.233830    -1.452989    -1.941131    -1.954541    -0.688657
    0.321313     0.886901     1.099458     0.465557     0.499586     1.086916     0.714018     0.491098    -2.506531    -0.728863    -0.103095     0.337460    -2.100636    -1.643372    -1.787367    -1.219503
   -2.268202    -1.240452    -1.416973    -0.397930    -0.228767    -0.073165     0.167987    -0.297009    -0.699728    -0.599868    -0.230542    -0.538819     1.651603     0.352157     1.392246     0.766000
